"action","keyword","token","upos","xpos","n_docs"
"","interlobular","interlobular,Interlobular","ADJ","JJ",57
"x","intermediate","intermediate,intermediates,Intermediate","NOUN,ADJ,VERB","NN,JJ,NNS,VBZ,VBP,VB",759
"","intermembrane","intermembrane","NOUN,ADJ,PRON","NN,JJ,PRP",63
"x","intermittent","intermittent,Intermittent","ADJ,NOUN","JJ,NN",60
"x","internal","Internal,internal","PROPN,ADJ","NNP,JJ",446
"x","internalization","internalization,Internalization","NOUN","NN",92
"x","internalize","internalized,internalize,Internalized,internalizes,internalizing","VERB,ADJ,PROPN,NOUN","VBN,VB,JJ,NNP,VBZ,NNS,VBG",29
"","interneuron","interneurons,interneuron,Interneurons","NOUN,ADJ,ADP,X,PROPN","NNS,NN,JJ,IN,GW,NNP",120
"","interphalangeal","interphalangeal,Interphalangeal","ADJ,NOUN","JJ,NN",79
"","interphase","interphase","NOUN,ADJ,VERB","NN,JJ,VB",85
"x","interpret","interpret,interprets,interpreted,interpreting","VERB,NOUN,ADJ","VB,VBZ,NNS,VBN,VBG,JJ,VBP",36
"x","interpretation","interpretation","NOUN","NN",20
"x","interrupt","interrupted,interrupts,interrupting,Interrupted,interrupt","VERB,ADJ","VBN,VBZ,JJ,VBG,VBD,VB",25
"x","interruption","interruptions,interruption,Interruption,Interruptions","NOUN","NNS,NN",27
"x","interstitial","interstitial,Interstitial","ADJ,NOUN","JJ,NN",173
"x","interstitium","interstitium","NOUN","NN",33
"x","interval","interval,intervals,Interval","NOUN,ADJ","NN,NNS,JJ",88
"","intervene","intervening","VERB,ADJ,NOUN","VBG,JJ,NN",20
"intestine","intestinal","intestinal,Intestinal,INTESTINAL","ADJ,PROPN","JJ,NNP",366
"","intestine","intestine,intestines,INTESTINE,INTESTINES","NOUN,ADJ,NUM,PROPN","NN,NNS,JJ,CD,NNP",434
"x","intima","intima","NOUN,X","NN,AFX",40
"x","intimal","intimal,Intimal","ADJ,NOUN","JJ,NN",39
"x","intolerance","intolerance","NOUN","NN",37
"x","intra","intra","NOUN,ADJ,ADP,PROPN,X","NN,JJ,IN,NNP,AFX,GW",84
"","intracellular","intracellular,Intracellular","ADJ,NOUN,VERB","JJ,NN,VB",1236
"x","intracranial","intracranial,INTRACRANIAL,Intracranial","ADJ,PROPN,X","JJ,NNP,FW",121
"x","intractable","intractable,Intractable","ADJ","JJ",38
"x","intracytoplasmic","intracytoplasmic","ADJ","JJ",38
"x","intraepithelial","intraepithelial","ADJ,X","JJ,GW",41
"x","intrahepatic","intrahepatic","ADJ","JJ",47
"","intramolecular","intramolecular","ADJ","JJ",34
"x","intraocular","intraocular,Intraocular","ADJ,NOUN","JJ,NN",61
"x","intrauterine","intrauterine,Intrauterine","NUM,NOUN","CD,NN",45
"","intravascular","intravascular","ADJ,NOUN","JJ,NN",24
"x","intrinsic","intrinsic,Intrinsic","ADJ,PROPN,X,NOUN","JJ,NNP,LS,NN",162
"x","introduce","introduced,introducing,introduces,introduce","VERB,NOUN","VBN,VBG,VBD,VBZ,NN,VBP",67
"x","introduction","introduction","NOUN","NN",24
"","intron","introns,intron,Introns","NOUN,ADP,ADJ,X,PROPN,NUM","NNS,NN,IN,JJ,FW,NNP,CD",275
"intron","intronic","intronic,Intronic","ADJ,NOUN","JJ,NN",33
"","intronless","intronless","ADJ,ADV,SCONJ","JJ,RBR,IN",217
"invasion","invade","invading,invades,invaded,invade","VERB,ADP,NOUN","VBG,VBZ,VBN,VB,IN,NN,VBP,NNS",59
"","invagination","invagination,invaginations,Invagination","NOUN","NN,NNS",81
"","invariant","invariant","ADJ,NOUN","JJ,NN",25
"","invasion","invasion,Invasion","NOUN,VERB","NN,VB",158
"invasion","invasive","invasive,Invasive","ADJ,VERB","JJ,VB",83
"","inversion","inversion,inversions,Inversion","NOUN","NN,NNS",46
"","inversus","inversus","ADP,CCONJ,NOUN","IN,CC,NN",26
"","invert","inverted,inverting,inverts","VERB,NOUN","VBN,NN,VBZ",37
"","invertebrate","invertebrates,invertebrate","NOUN,ADJ,VERB","NNS,JJ,VBZ,VB",51
"x","involuntary","involuntary,Involuntary","ADJ,NOUN,VERB,ADV","JJ,NN,VB,RB",186
"x","involve","involving,involved,involves,involve,Involves,Involved","VERB,ADJ,NOUN,NUM","VBG,JJ,VBZ,VBN,NN,NNS,CD,VB,VBP",12173
"x","involvement","involvement,involvement.,Involvement,involvements","NOUN,VERB","NN,VB,NNS",175
"x","inward","inward,inwards,Inward","ADJ,ADV,NOUN,VERB,SCONJ,ADP,PROPN","JJ,RB,NNS,NN,VB,IN,VBN,NNP",90
"x","inwardly","inwardly","ADV,ADJ","RB,JJ",22
"x","iodide","iodide","NOUN,ADJ,VERB,ADP","NN,JJ,VB,RP",28
"x","iodine","iodine","NOUN,NUM,VERB","NN,CD,VB",23
"","ion","ions,ion,Ion","NOUN,VERB,NUM,X,PROPN,ADP","NNS,NN,VBZ,CD,GW,NNP,IN",1794
"ion","ionic","ionic","ADJ","JJ",46
"ion","ionize","ionizing,Ionizing,ionizes,ionized,IONIZING","ADJ,VERB,NOUN,PROPN","JJ,VBG,VBZ,VBN,VB,NN,NNP",54
"x","ionotropic","ionotropic","ADJ,NOUN,PROPN","JJ,NN,NNP",36
"x","ipsilateral","ipsilateral","ADJ","JJ",28
"x","iris","iris,iris.,Iris","NOUN,PRON,DET,PROPN","NNS,PRP,DT,NN,NNP",144
"","iron","iron,Iron,irons","NOUN,ADJ,PROPN,ADP,VERB,X","NN,JJ,NNP,IN,VB,NNS,GW,FW",664
"x","irregular","irregular,Irregular","ADJ,PROPN","JJ,NNP",171
"x","irregularity","irregularity,Irregularity,irregularities,Irregularities","NOUN","NN,NNS",22
"x","irreversible","irreversible,Irreversible","ADJ","JJ",48
"x","irreversibly","irreversibly","ADV","RB",21
"x","irritant","irritants,irritant,irritant.","NOUN,ADJ","NNS,NN,JJ",22
"x","irritation","irritation","NOUN","NN",36
"","ischemia","ischemia,ISCHEMIA,Ischemia","NOUN,PROPN","NN,NNS,NNP",75
"ischemia","ischemic","ischemic,Ischemic","ADJ,NOUN","JJ,NN",62
"x","island","islands,island,Island","NOUN,PROPN","NNS,NN,NNP",46
"x","islet","islets,islet,Islet,Islets","NOUN,ADJ,X,VERB,PROPN","NNS,JJ,NN,ADD,VB,NNPS",54
"x","isocitrate","isocitrate","NOUN,VERB,ADV,ADJ","NN,VB,RB,JJ",70
"","isoenzyme","isoenzymes,isoenzyme","NOUN,AUX,DET,VERB","NNS,NN,VBZ,DT",36
"","isoform","isoform,isoforms,Isoforms,Isoform","NOUN,VERB,ADP,ADJ,PROPN,ADV","NN,NNS,VBP,IN,JJ,VB,NNP,RB",3688
"x","isolate","isolated,isolate,Isolated,isolates,Isolates","VERB,ADJ,NOUN","VBN,VBP,JJ,VB,VBZ,VBD,NNS",167
"x","isoleucine","isoleucine,Isoleucine","NOUN,NUM,PRON,ADJ,VERB,PROPN","NN,CD,PRP,JJ,VB,NNP",97
"isomerization","isomer","isomer,isomers","NOUN,ADP,ADV","NN,NNS,IN,RBR",46
"","isomerase","isomerase,Isomerase,isomerases","NOUN,ADJ","NN,NNS,JJ",171
"","isomerization","isomerization,isomerizations","NOUN","NN,NNS",40
"x","isopentenyl","isopentenyl","NOUN,ADJ,VERB,AUX,INTJ,X","NN,JJ,VB,MD,UH,ADD",71
"x","isopeptide","isopeptide","ADJ,NOUN,VERB","JJ,NN,VB",30
"x","isoprene","isoprene","ADJ,NOUN,VERB","JJ,NN,VBN",64
"x","isoprenoid","isoprenoids,isoprenoid,Isoprenoids","NOUN,ADJ,X","NNS,JJ,NN,AFX",80
"x","isoquinoline","isoquinoline","NOUN,NUM,ADJ,PRON","NN,CD,JJ,PRP",20
"","isotype","isotypes,isotype","NOUN,VERB,AUX","NNS,NN,VB,VBZ",127
"","isozyme","isozymes,isozyme,Isozyme","NOUN,DET,AUX,VERB,ADJ","NNS,DT,NN,VBZ,VBP,JJ",106
"x","issue","issues,issue","NOUN","NNS,NN",20
"x","itch","itch,itching,ITCHING","NOUN,VERB,AUX","NN,VBG,VB",62
"x","ivory","ivory","NOUN,ADJ","NN,JJ",32
"x","jasmonic","jasmonic","ADJ,PROPN,NOUN","JJ,NNP,NN",51
"","jaundice","jaundice,JAUNDICE,Jaundice","NOUN,PROPN,SCONJ","NN,NNP,IN",36
"","jaw","jaw,jaws,jawed","NOUN,VERB,ADJ","NN,NNS,VBN,JJ,VBP,VBD",148
"","jejunum","jejunum,Jejunum","NOUN,PROPN,ADV","NN,NNP,RB",27
"x","jerk","jerks,jerking,jerk,Jerk","NOUN,PROPN,VERB","NNS,NN,NNP,VBG",40
"x","jin","Jin","ADP,X,PROPN","IN,GW,NNP",23
"x","joi","joi","NOUN,PRON,PROPN,ADV","NNS,PRP,NN,NNP,RB",148
"x","join","joined,joining,joins,Joining,join","VERB,NOUN,ADJ","VBN,NN,JJ,VBZ,VBG,VBD,VB,VBP",222
"x","joint","joint,joints,jointed,JOINT,joint.,JOINTS,Joint","ADJ,NOUN,VERB,PROPN","JJ,NN,NNS,VBD,NNP,NNPS,VBN,VBZ,VB",621
"","jugular","jugular","ADJ,NOUN,VERB","JJ,NN,VB",20
"x","juice","juices,juice,JUICE","NOUN,PROPN","NNS,NN,NNP",35
"x","jun","Jun,jun","PROPN,NOUN","NNP,NN",38
"x","junction","junctions,junction,Junction","NOUN,X,PROPN","NNS,NN,FW,NNP",792
"x","junctional","junctional,Junctional","ADJ","JJ",38
"x","just","just,Just","ADV","RB",124
"x","juvenile","juvenile,Juvenile","NOUN,VERB,ADJ,PROPN","NN,VB,JJ,NNP",144
"x","kD","kD,kD.","NOUN,PROPN","NN,NNS,NNP",103
"x","kDa","kDa","NOUN,PROPN","NN,NNP",231
"","kaempferol","kaempferol","NOUN,INTJ","NN,UH",35
"x","kainate","kainate","ADJ,NOUN","JJ,NN",21
"","kallikrein","kallikreins,kallikrein,Kallikreins","NOUN,ADV,X,ADP","NNS,NN,WRB,GW,RB,IN",79
"x","kappa","kappa,Kappa","PROPN,NOUN,X","NNP,NN,AFX",143
"x","kappaB","kappaB","PROPN,VERB,NUM,NOUN","NNP,VBP,CD,NN",163
"","karyotype","karyotype,karyotypes","NOUN,VERB","NN,VBD,NNS",29
"x","kb","kb,kB,kb.,kB.","NOUN,PROPN","NN,NNP",144
"x","keep","keeps,keep,keeping,kept","VERB","VBZ,VBP,VBG,VBN,VB",27
"","kelch","kelch","DET,ADJ,NOUN,PROPN","DT,JJ,NN,WDT,NNP",32
"keratin","keratan","keratan","ADJ,AUX,NOUN,PROPN","JJ,MD,NN,NNP",34
"","keratin","keratin,keratins,Keratins,Keratin","NOUN,ADV,ADJ,VERB,ADP,PROPN","NN,RB,NNS,JJ,VB,IN,VBP,VBN,NNP,VBZ",335
"keratin","keratinization","Keratinization,keratinization","NOUN","NN",22
"keratin","keratinized","keratinized","VERB,ADJ","VBN,JJ,VBD",21
"","keratinocyte","keratinocyte,keratinocytes,KERATINOCYTES","NOUN,VERB,ADJ,PROPN","NN,NNS,VB,JJ,NNP",110
"","keratoderma","keratoderma,keratodermas,keratoderma.","NOUN,PROPN","NN,NNS,NNP",44
"keratin","keratosis","keratosis","PROPN,NOUN,DET","NNP,NN,DT",26
"x","keto","keto,Keto","NOUN,PROPN,ADP,ADV,PART","NN,NNP,IN,RB,TO",133
"","ketoglutarate","ketoglutarate","NOUN,ADJ,PROPN,VERB","NN,JJ,NNP,VB,VBP",36
"","ketone","ketone,ketones,Ketone,Ketones","NOUN,NUM,ADJ,VERB,X","NN,CD,NNS,JJ,VB,ADD",115
"x","key","key,Key","ADJ,NOUN","JJ,NN",343
"","kidney","kidneys,kidney,Kidney,KIDNEY,KIDNEYS","NOUN,PROPN,INTJ,ADJ,X","NNS,NN,NNP,UH,JJ,GW",1108
"x","kill","killing,Killing,kill,kills,killed","VERB,NOUN,PROPN","VBG,NN,VB,NNS,VBN,VBZ,NNP,VBP",146
"x","killer","killer,Killer","NOUN","NN",310
"","kinase","kinase,kinases,Kinase,Kinases","NOUN,PROPN,VERB,ADV,INTJ,AUX,ADJ","NN,NNS,NNP,VBD,VBZ,RB,UH,JJ,VBP",3328
"x","kind","kinds,kind","NOUN","NNS,NN",71
"","kinesin","kinesins,kinesin","NOUN,ADP,X,ADV,VERB","NNS,NN,IN,GW,RB,VB,VBP",85
"x","kinetic","kinetics,kinetic","NOUN,ADJ","NNS,JJ,NN",23
"","kinetochore","kinetochore,Kinetochore,kinetochores","NOUN,ADJ,ADV,VERB,SCONJ","NN,JJ,RBR,NNS,VB,VBD,RB,IN",158
"","kinin","kinin,kinins,Kinins","NOUN,ADP","NN,IN,NNS",37
"","kininogen","kininogen,kininogens","NOUN,ADV","NNS,NN,RB",36
"","knee","knee,knees,Knee","NOUN,NUM","NN,NNS,CD",101
"x","knockdown","Knockdown,knockdown","ADP,ADJ,NOUN","IN,JJ,NN",27
"x","knockout","knockout,Knockout","ADJ,NOUN,PROPN,ADP,SCONJ","JJ,NN,NNP,IN,RP",81
"x","knot","knot,knots","CCONJ,NOUN,PART","CC,NN,RB,NNS",26
"x","know","known,know,Known,knowing","VERB,ADJ,PROPN","VBN,JJ,VBP,VB,NNP,VBG",1689
"x","kynurenine","kynurenine","NOUN,NUM,PROPN,VERB,PRON","NN,CD,NNP,VB,PRP",48
"labium","labial","labial","ADJ","JJ",24
"x","labile","labile","NOUN,ADJ","NN,JJ",20
"","labium","labium,labia","NOUN","NN",37
"x","labor","labor,LABOR,labored,Labor","NOUN,PROPN,ADJ,VERB","NN,NNP,JJ,VBN",26
"x","laboratory","laboratory,Laboratory","NOUN,ADJ,PROPN","NN,JJ,NNP",28
"x","labyrinth","labyrinth,labyrinths","NOUN,ADJ","NN,JJ,NNS",55
"x","lack","lacking,lack,lacks,lacked,Lack,Lacking","VERB,NOUN,ADJ,PROPN","VBG,NN,VBZ,VBP,NNS,VB,VBD,JJ,VBN,NNP",833
"lacrimation","lacrimal","lacrimal","ADJ,NOUN","JJ,NN",85
"","lacrimation","lacrimation","NOUN","NN",21
"x","lactam","lactam,lactams","NOUN,AUX","NN,NNS,VBP",34
"","lactate","lactate,lactates,Lactate,lactating","ADV,NOUN,VERB,ADJ,PROPN","RB,NN,VBZ,VB,JJ,VBP,VBD,VBG,NNP",186
"x","lactic","lactic,Lactic","ADJ","JJ",71
"x","lactone","lactone,lactones","NOUN,NUM,ADJ","NN,CD,JJ,NNS",77
"","lactose","lactose,Lactose","NOUN,ADJ,PRON,DET,VERB","NN,JJ,DT,VB",75
"x","lag","Lagging,lagging,lag","VERB,NOUN","VBG,NN",34
"x","lambda","lambda,Lambda","PROPN,NOUN,INTJ,ADP","NNP,NN,UH,IN",47
"","lamella","lamella,lamellae","NOUN,ADJ","NN,JJ",21
"lamella","lamellar","lamellar,Lamellar","ADJ,NOUN","JJ,NN",39
"x","lamellipodium","lamellipodium","NOUN,VERB,ADJ","NN,VB,JJ",35
"x","lamin","lamin,lamins,LAMINS","NOUN,ADJ,VERB,ADP,PROPN","NN,JJ,NNS,VB,IN,NNP",37
"x","lamina","laminae,lamina","NOUN,X","NN,AFX",111
"x","laminin","laminin,laminins,Laminin,Laminins","VERB,NOUN,ADJ,ADP,X,PROPN","VB,NN,JJ,IN,GW,NNS,NNP,VBG",205
"x","language","language,Language,languages","NOUN","NN,NNS",137
"x","large","large,Large,larger,Larger,largest","ADJ,PROPN,NOUN,VERB","JJ,NNP,NN,JJR,JJS,VB",2908
"x","largely","largely","ADV","RB",61
"x","larva","larva,larvae,Larvae","NOUN,AUX,VERB,ADJ","NN,VBP,NNS,JJ",93
"x","larval","larval,Larval","ADJ,NOUN","JJ,NN",175
"x","laryngeal","laryngeal,LARYNGEAL,Laryngeal","ADJ,NOUN,VERB,PROPN","JJ,NN,VB,NNP",46
"x","larynx","larynx,LARYNX","NOUN,VERB,PROPN","NN,VB,NNP",96
"x","last","last,lasting,Lasts,lasts,lasted,Lasting","ADJ,VERB,NOUN,ADV,PROPN","JJ,VBG,NNS,VBZ,RB,NN,VB,VBN,NNP",211
"x","late","late,later,Late,Later,latest","ADJ,ADV,PROPN","JJ,JJR,RB,RBR,NNP,JJS",419
"x","latency","latency,latencies","NOUN,ADV","NN,RB,NNS",44
"x","latent","latent","ADJ,NOUN","JJ,NN",63
"x","lateral","lateral,Lateral,laterals","ADJ,NOUN,X,ADV","JJ,NNS,NN,FW,RB",788
"x","laterality","laterality","NOUN","NN",20
"x","laterally","laterally,Laterally","ADV,ADJ","RB,JJ",58
"x","latter","latter","ADJ","JJ",173
"x","lattice","lattice,lattices","NOUN,ADJ","NN,NNS,JJ",23
"x","laxa","laxa","NOUN,ADP","NN,IN",25
"x","laxity","laxity,Laxity","NOUN","NN",27
"x","layer","layer,layers,layered,Layer,layering","NOUN,VERB,ADJ,ADV,PROPN","NN,NNS,VBN,VBD,JJ,RBR,NNP",1053
"x","lead","leading,leads,lead,Leading,led,Lead","VERB,NOUN,ADJ,PROPN","VBG,VBZ,NNS,VB,NN,VBP,JJ,VBN,VBD,NNP",1434
"x","leader","leader","NOUN","NN",45
"x","leaf","leaves,leaf","NOUN,VERB,ADP,ADJ","NNS,NN,VB,IN,JJ",94
"x","leaflet","leaflet,leaflets","NOUN,VERB","NN,NNS,VB",141
"x","leak","leaking,leak,leaks,Leak","VERB,NOUN,PROPN","VBG,NN,VB,VBZ,NNP,NNS",39
"x","leakage","leakage,Leakage,leakages","NOUN,VERB","NN,NNS,VB",32
"x","learn","learned,learn,Learning,learning,learns","VERB,NOUN","VBN,VB,VBG,NN,VBZ,VBP",121
"x","leave","leaving,left,leaves,leave,Left,left.,LEFT","VERB,ADJ,NOUN,PROPN","VBG,VBN,VBZ,VBD,VB,JJ,NN,VBP,NNP",714
"","lectin","lectin,lectins,Lectins","NOUN,VERB,ADP,ADV,ADJ","NN,VBN,IN,NNS,VB,VBZ,RB,JJ",170
"","leg","legs,leg,legged,Legs,Leg","NOUN,VERB,PROPN,X,ADJ","NNS,NN,VBD,NNP,VBN,FW,JJ",291
"","leiomyosarcoma","leiomyosarcoma,leiomyosarcoma.","NOUN,PROPN","NN,NNP",24
"x","len","lens,Lens","NOUN,PROPN","NN,NNS,NNPS",300
"x","length","length,lengths,Length","NOUN,ADP","NN,NNS,IN",778
"x","lengthen","lengthened,lengthen,lengthening,lengthens","VERB,ADV,NOUN,SCONJ","VBN,RB,NN,VBG,NNS,IN",35
"","leprosy","leprosy","NOUN,VERB,ADJ","NN,VB,JJ",23
"","leptin","leptin,Leptin","NOUN,PROPN,VERB,ADP","NN,NNP,VB,IN,VBN",32
"","lesion","lesions,lesion,Lesions,Lesion","NOUN","NNS,NN",716
"x","less","least","ADV,ADJ","RBS,JJS",653
"x","lesser","lesser","ADJ,NOUN","JJR,NN",56
"x","lethal","lethal","ADJ,NOUN,VERB","JJ,NN,VB",53
"x","lethality","lethality","NOUN","NN",29
"x","lethargy","lethargy","NOUN","NN",23
"x","leu","Leu,leu","PROPN,NOUN,PRON","NNP,NN,PRP",42
"x","leucine","leucine,Leucine,leucines","NOUN,NUM,ADJ,VERB,PRON","NN,CD,JJ,VB,NNS,PRP",416
"","leukemia","leukemia,leukemias,leukemia.,Leukemia,LEUKEMIA","NOUN,ADP,X,ADJ,PROPN","NN,IN,NNS,FW,JJ,NNP,GW",419
"","leukocyte","leukocytes,leukocyte,LEUKOCYTES,Leukocytes","NOUN,ADJ,VERB,X,INTJ","NNS,NN,JJ,VBP,VB,ADD,UH,VBZ",400
"x","leukodystrophy","leukodystrophy,Leukodystrophy,leukodystrophies","NOUN,PROPN","NN,NNP,NNS",53
"x","leukoencephalopathy","leukoencephalopathy","NOUN,VERB,ADJ","NN,VB,JJ",38
"x","leukotriene","leukotriene,leukotrienes,Leukotrienes,Leukotriene","NOUN,ADJ,VERB,PROPN,X,PRON","NN,JJ,NNS,VB,NNP,VBN,GW",135
"x","level","level,levels,Levels,Level","NOUN,VERB,PROPN","NN,NNS,VBZ,NNP",2013
"x","lewis","Lewis","PROPN,VERB,DET","NNP,VBZ,DT",24
"x","lichen","lichens,lichen,Lichen","NOUN,DET,ADV","NNS,NN,DT,WRB",24
"x","lid","lid,lids","NOUN,ADJ","NN,JJ,NNS",55
"x","lie","lying,lies,lie,lay","VERB,NOUN","VBG,VBZ,VBP,VB,NN,NNS",289
"x","life","life,lives,lifes,Life","NOUN,VERB","NN,NNS,VBZ",559
"","ligament","ligaments,ligament,ligament.,LIGAMENT,LIGAMENTS,Ligament","NOUN,PROPN,ADP","NNS,NN,NNP,IN",111
"","ligand","ligands,ligand,Ligand,Ligands","NOUN,PROPN,DET,VERB,NUM,ADJ","NNS,NN,NNP,DT,VB,CD,JJ,VBP",1261
"x","ligas","ligases","NOUN","NNS",117
"","ligase","ligase,Ligase,ligases","NOUN,VERB,AUX","NN,VBZ",633
"","ligation","ligation,Ligation","NOUN","NN",79
"x","light","light,Light,lighter,lights,lighting,lit","NOUN,ADJ,PROPN","NN,JJ,JJR,NNP,NNS",988
"x","lignin","lignins,lignin,Lignins,Lignin","NOUN,ADJ,ADP,PROPN,X","NNS,NN,JJ,IN,NNP,GW",45
"x","like","like,Like,liked","ADP,ADJ,SCONJ,INTJ,PROPN,VERB","IN,JJ,UH,NNP,VBP,VB,RP,VBN,VBD",2608
"x","likely","likely","ADJ,ADV","JJ,RB",339
"","limb","limbs,limb,Limb","NOUN,NUM,ADJ,VERB,X,PROPN","NNS,NN,CD,JJ,VB,LS,NNP,VBP",692
"x","limit","limiting,limited,limits,limit,Limit,Limited","VERB,ADJ,NOUN","VBG,JJ,VBZ,VB,NNS,VBN,NN,VBD,VBP",590
"x","limitation","limitation,limitations,Limitation","NOUN","NN,NNS",63
"x","limonene","limonene","NOUN,ADJ,PRON","NN,JJ",49
"x","line","line,lines,lining,lined,Line","NOUN,VERB,PROPN,ADV","NN,VBP,NNS,VBZ,VBG,VBN,VBD,NNP,RB",824
"","lineage","lineage,lineages","NOUN,ADV","NN,NNS,RB",264
"x","linear","linear,Linear","NOUN,ADJ,VERB,PROPN,ADP,ADV","NN,JJ,VB,NNP,IN,RB",269
"x","link","linked,links,linking,link,Link,LINKED","VERB,NOUN,ADJ,PROPN","VBN,NNS,VBD,VBG,NN,VB,VBZ,VBP,JJ,NNP",2153
"x","linkage","linkage,linkages,Linkage","NOUN","NN,NNS",655
"x","linker","linker,linkers,Linker","NOUN,PROPN,VERB","NN,NNS,NNP,VBP",189
"","lip","lip,lips","NOUN","NN,NNS",265
"","lipase","lipase,lipases","NOUN","NN,NNS",105
"","lipid","lipid,lipids,Lipids,Lipid,LIPIDS","ADJ,NOUN,PROPN,VERB,AUX,X,SCONJ","JJ,NN,NNS,NNP,VBD,AFX,VB,GW,VBN,IN",1490
"x","lipoamide","lipoamide","ADV,NOUN,VERB","RB,NN,VB",30
"x","lipocalin","lipocalin,lipocalins","NOUN,ADP,ADJ","NN,NNS,IN,JJ",21
"x","lipodystrophy","lipodystrophy,lipodystrophies","NOUN","NN,NNS",39
"x","lipofuscinosis","lipofuscinosis","VERB,NOUN","VBZ,NN",21
"x","lipoma","lipoma,lipomas,lipoma.","PROPN,NOUN","NNP,NN,NNS",46
"","lipopeptide","lipopeptides,lipopeptide","NOUN,VERB","NNS,NN,VB",26
"x","lipopolysaccharide","lipopolysaccharides,lipopolysaccharide","NOUN,VERB","NNS,NN,VB",133
"","lipoprotein","lipoprotein,lipoproteins,Lipoprotein,Lipoproteins,LIPOPROTEINS","NOUN,ADP,VERB,PROPN","NN,NNS,IN,VBZ,VB,NNPS,VBP,NNP",527
"x","lipoteichoic","lipoteichoic","ADJ,NOUN","JJ,NN",23
"x","lipoxygenase","lipoxygenase","NOUN","NN",35
"x","lipoyl","lipoyl","NOUN,VERB,INTJ","NN,VB,UH",22
"x","liquid","liquid,Liquid,liquids","ADJ,NOUN,PROPN,AUX,X,VERB","JJ,NN,NNP,VBD,NNS,AFX,VB",147
"x","lissencephaly","lissencephaly","ADV,NOUN,ADJ","RB,NN,JJ",41
"x","literature","literature","NOUN","NN",39
"x","lithium","lithium,Lithium","NOUN,VERB,PROPN","NN,VB,NNP",21
"x","little","less,little,Less","ADV,ADJ,NOUN,PROPN","RBR,JJR,NN,JJS,JJ,NNP,RBS,RB",514
"","live","liver,lived,living,live,LIVER,Liver,livers,'liver,LIVING","NOUN,VERB,ADJ,PROPN,ADV","NN,VBN,VBG,VB,VBP,JJ,NNP,NNS,VBD,RB",977
"","lncRNA","lncRNAs,lncRNA","NOUN,PROPN,DET","NNS,NNP,DT,NN",24
"x","load","loading,loaded,loads,load","NOUN,VERB","NN,VBN,VBG,VBZ,VB,NNS",121
"x","lobe","lobe,lobes","NOUN,PROPN,ADJ","NN,NNS,NNP,JJ",218
"x","lobed","lobed","VERB,ADJ","VBD,VBN,JJ",22
"x","lobule","lobules,lobule","NOUN,ADJ","NNS,NN,JJ",46
"x","local","local,Local","ADJ","JJ",101
"x","localization","localization,Localization,localizations","NOUN","NN,NNS",890
"x","localize","localized,Localized,localizes,localize,localizing","VERB,ADJ,NOUN","VBN,VBD,JJ,VBZ,VB,NN,VBP,NNS,VBG",1406
"location","locate","located,locate,Located,locates,locating","VERB,ADJ","VBN,VBD,VB,VBZ,JJ,VBG",3278
"","location","location,locations,Location","NOUN","NN,NNS",588
"","locomotion","Locomotion,locomotion","NOUN","NN",62
"","locus","locus,loci,LOCI,loci.","NOUN,CCONJ,ADP,PROPN,ADJ,ADV,PRON,INTJ","NN,CC,IN,NNP,JJ,RB,NNS,PRP,UH",892
"x","long","long,longer,Long,longest,Longer","ADJ,ADV,PROPN,NOUN,VERB","JJ,RBR,RB,NNP,JJR,JJS,NN,VB",1364
"x","longitudinal","longitudinal,Longitudinal","ADJ,VERB","JJ,VB",109
"x","look","looking,look","VERB,NOUN","VBG,VBP,VB,NN",28
"x","loop","loop,loops,looping,looped,Loop","NOUN,VERB,PROPN,ADJ","NN,NNS,VBZ,VBN,VB,VBG,NNP,VBP,VBD,JJ",4237
"x","loose","loose,Loose","ADJ,ADV,NOUN,VERB","JJ,RB,NN,VB",43
"x","loosely","loosely","ADV","RB",85
"x","lose","loses,lost,lose,losing,LOSING","VERB,NOUN,ADJ,PROPN","VBZ,VBN,VBP,NN,VBG,JJ,VB,NNP",129
"x","loss","loss,Loss,losses","NOUN,ADP,VERB","NN,IN,VB,NNS",1351
"x","low","low,lower,Low,lowest,lowers,Lower,LOWER","X,ADJ,VERB,ADV,NOUN,PROPN","GW,JJR,JJ,VB,RB,JJS,NN,VBP,NNP,NNS",1648
"x","lower","lowered,lowering,lowers","VERB,NOUN,ADJ","VBN,NN,VBZ,VBG,JJ,VB,VBD",34
"x","lp","LPS","INTJ,VERB,PROPN,NOUN","UH,VBZ,NNP,NNS,VB",38
"x","luciferin","luciferin","NOUN,ADJ,ADP,VERB","NN,JJ,IN,VBG",27
"","lumbar","lumbar,Lumbar","ADJ,VERB,NOUN","JJ,VB,NN",61
"x","lumen","lumen,lumens,lumina","NOUN,VERB,ADJ,PROPN,INTJ","NN,NNS,VBN,JJ,NNPS,UH",390
"x","lumenal","lumenal","ADJ","JJ",33
"x","luminal","luminal","ADJ,NOUN","JJ,NN",51
"x","lump","lumps,lump","NOUN","NNS,NN",21
"","lung","lungs,lung,Lung","NOUN,ADJ,VERB","NNS,NN,JJ,VBD,VBN",936
"x","lupus","lupus,Lupus","NOUN,CCONJ,ADJ","NN,CC,JJ",72
"x","luteinize","luteinizing,LUTEINIZING,luteinized","VERB,NOUN,ADJ,PROPN","VBG,NN,JJ,NNP,VBN",67
"x","luteolin","luteolin","NOUN,ADP","NN,IN",21
